chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent,pair
Sc-Ta-O,Sc,Ta,O,Sc3TaO7_674341_POSCAR,35,local_max_drop,11.2360693285,-0.15655440797967,-0.068725796020238,-0.087828611959432,10.461168,18.985083,0.00696588,mp-674341,Sc3TaO7,Orthorhombic,Cmme,67,0.184401669431817,-3.611415811575756,False,2.6639,False,5.658501550073514,22,251.09035044374468,11.41319774744294,181.4958562109379,0.7228308690086478,72.28308690086477,Sc-Ta
Sc-Ti-O,Sc,Ti,O,ScTiO3_1101375_POSCAR,35,local_max_drop,6.7354884374,-0.089888646345503,-0.031362676647416,-0.0585259696980869,6.270972,11.380653,0.00497356,mp-1101375,ScTiO3,Trigonal,R-3,148,0.069202007875,-3.566884129666666,False,0.0,True,4.121270147889125,10,113.4790729440171,11.347907294401711,82.69918448213282,0.7287615446323835,72.87615446323835,Sc-Ti
Sc-V-O,Sc,V,O,Sc2V2O7_756234_POSCAR,35,local_max_drop,8.7106893199,-0.16441218932916,-0.0693784075455876,-0.0950337817835723,7.809584,14.718061,0.00898527,mp-756234,Sc2V2O7,Cubic,Fd-3m,227,0.074910774431813,-3.104950340454545,False,1.2824,False,4.274627152365549,22,236.02348526608924,10.728340239367691,159.18764972762867,0.6744568217360359,67.4456821736036,Sc-V
Sc-Y-O,Sc,Y,O,YScO3_768479_POSCAR,35,local_max_drop,5.2063553115,-0.088719426961638,-0.0312666177990554,-0.0574528091625825,4.488237,8.796945,0.00681466,mp-768479,YScO3,Hexagonal,P6_3/mmc,194,0.030876317749997,-3.930425964,False,3.2044,False,4.346959576160271,10,138.94105381985017,13.894105381985018,105.8464391537824,0.7618082362540738,76.18082362540738,Sc-Y
Sc-Y-S,Sc,Y,S,YScS3_7792_POSCAR,35,local_max_drop,8.941633204,-0.15381192902546,-0.0836382801619009,-0.0701736488635591,7.664257,15.647858,0.01066608,mp-7792,YScS3,Orthorhombic,Pnma,62,0.001807512000002,-2.275333159687498,False,1.7758,False,3.582017480182794,20,426.5956187539359,21.329780937696796,255.43033229277157,0.5987645467125766,59.87645467125766,Sc-Y
Sc-Zr-O,Sc,Zr,O,Zr9ScO20_674976_POSCAR,35,local_max_drop,8.9594680829,-0.22980242138902,-0.1073833391841255,-0.1224190822048944,8.341574,15.138412,0.01418731,mp-674976,Zr9ScO20,Triclinic,P1,1,0.067817157729161,-3.695166541833335,False,0.0,True,5.668891465250135,30,347.392920845739,11.5797640281913,246.70841238441423,0.7101710990074146,71.01710990074146,Sc-Zr
Ta-Y-O,Ta,Y,O,YTa3O9_850669_POSCAR,35,local_max_drop,9.3956694,-0.24476574446334,-0.1600461197229541,-0.0847196247403858,8.099715,15.875441,0.02000029,mp-850669,YTa3O9,Orthorhombic,Pnma,62,0.029840900576932,-3.483537554961539,False,2.8922,False,8.232337152323275,52,625.8992280293245,12.036523615948548,405.2313388056551,0.6474386301474544,64.74386301474544,Ta-Y
Ta-Zn-O,Ta,Zn,O,Ta5Zn7O18_1208429_POSCAR,35,local_max_drop,11.0384095845,-0.33187002356875,-0.2633467275141318,-0.0685232960546182,10.596873,21.635283,0.02211209,mp-1208429,Ta5Zn7O18,Monoclinic,C2/c,15,0.146548623861107,-2.465152305222224,False,0.0,True,7.412807407689485,60,739.496302901747,12.324938381695782,355.63552661583816,0.4809158953470652,48.09158953470652,Ta-Zn
Ti-V-O,Ti,V,O,TiVO3_1216763_POSCAR,35,local_max_drop,6.3334166101,-0.088170129133215,-0.0338778821070021,-0.0542922470262128,5.678236,10.70129,0.00569642,mp-1216763,TiVO3,Trigonal,R3c,161,0.0,-3.029616557666668,True,0.0,True,4.6937662299986105,10,103.87320070201714,10.387320070201714,71.54508124047821,0.6887732423468959,68.87732423468958,Ti-V
Ti-V-S,Ti,V,S,TiVS2_1216761_POSCAR,35,local_max_drop,4.8112624,-0.090134683444239,-0.0372965503862243,-0.0528381330580146,4.479451,8.129374,0.00834676,mp-1216761,TiVS2,Orthorhombic,Pmc2_1,26,0.070929045937498,-1.405375185833332,False,0.0,True,4.669734593474574,8,115.8805663522244,14.485070794028047,83.71571171144997,0.7224309851661594,72.24309851661594,Ti-V
Ti-W-O,Ti,W,O,Ti7_WO5_6_851115_POSCAR,35,local_max_drop,7.5921778585,-0.15136909560329,-0.0905297677522873,-0.0608393278510026,7.330379,12.828163,0.01280151,mp-851115,Ti7(WO5)6,Trigonal,P3,143,0.074370182848836,-2.738256174031008,False,0.0,True,5.717598186243874,43,557.0634619101605,12.95496423046885,263.08135866374363,0.4722646101426979,47.2264610142698,Ti-W
Ti-Y-O,Ti,Y,O,YTiO3_1443298_POSCAR,35,local_max_drop,5.1068422175,-0.094752296236224,-0.0341404144820534,-0.0606118817541705,4.40245,8.628802,0.00755708,mp-1443298,YTiO3,Hexagonal,P6_3/mmc,194,0.07797280824999,-3.582761353666667,False,0.0,True,4.716708575643251,10,130.09900553526666,13.009900553526666,99.00195595916144,0.7609739640348322,76.09739640348322,Ti-Y
Ti-Y-S,Ti,Y,S,Y_TiS2_2_1045414_POSCAR,35,global_gradient_fallback,8.7909609457,-0.095020393485335,-0.0791307198288695,-0.0158896736564654,7.163005,15.953966,0.00982052,mp-1045414,Y(TiS2)2,Tetragonal,I4_1/amd,141,0.270609257857142,-1.672308251666665,False,0.0,True,3.359103005757409,14,309.3578395551503,22.09698853965359,164.8833488310066,0.5329858427641763,53.29858427641763,Ti-Y
Ti-Zn-O,Ti,Zn,O,Ti3Zn2O8_1385787_POSCAR,35,global_gradient_fallback,7.9821979282,-0.048561059637538,-0.0484243992216658,-0.0001366604158721,7.697119,13.968846,0.00667163,mp-1385787,Ti3Zn2O8,Monoclinic,C2/m,12,0.083984415961539,-2.895715239230768,False,2.3248,False,4.582600113146906,13,145.8177637997483,11.2167510615191,76.31835009769928,0.5233817067892178,52.33817067892178,Ti-Zn
Ti-Zn-S,Ti,Zn,S,Ti9ZnS16_531696_POSCAR,35,local_max_drop,19.4878866,-0.35996987180282,-0.1938337583456456,-0.1661361134571743,18.791891,34.103802,0.0106672,mp-531696,Ti9ZnS16,Monoclinic,Pc,7,0.01332252557695,-1.621070493269229,False,0.0,True,3.459541244504115,52,968.8581551443516,18.63188759892984,479.2130811961598,0.4946163467290639,49.4616346729064,Ti-Zn
Ti-Zr-O,Ti,Zr,O,Zr3TiO8_1207388_POSCAR,35,global_gradient_fallback,6.7865857392,-0.083351236866887,-0.0407804590393682,-0.0425707778275187,6.318545,11.46699,0.00702384,mp-1207388,Zr3TiO8,Tetragonal,I-42m,121,0.033740555625,-3.703486623611111,False,3.2762,False,5.402380711012256,12,138.1741012144226,11.514508434535216,94.13926061985842,0.6813090137186445,68.13090137186445,Ti-Zr
V-W-O,V,W,O,V2WO6_20312_POSCAR,35,global_gradient_fallback,6.482731766,-0.084651488721294,-0.0603616669731546,-0.0242898217481393,5.788153,11.344781,0.01000866,mp-20312,V2WO6,Tetragonal,P4_2/mnm,136,0.0,-2.426564660555556,True,0.0,True,6.647218955933323,18,190.71433642888724,10.595240912715958,110.07854144928632,0.5771907005550784,57.71907005550784,V-W
V-Y-O,V,Y,O,Y2V2O7_754039_POSCAR,35,global_gradient_fallback,8.1218995602,-0.044153180150899,-0.0358041280103898,-0.0083490521405091,7.831832,14.213324,0.0048123,mp-754039,Y2V2O7,Monoclinic,C2/m,12,0.082410751363637,-3.138781466818181,False,0.486899999999999,False,3.93827109342696,11,165.1530232088034,15.01391120080031,95.89659634084306,0.5806529876210667,58.06529876210666,V-Y
V-Zn-O,V,Zn,O,V4ZnO8_1048588_POSCAR,35,global_gradient_fallback,7.6924010754,-0.047727778508513,-0.0467531160631166,-0.0009746624453963,6.593487,13.461702,0.00657618,mp-1048588,V4ZnO8,Monoclinic,Cm,8,0.228098638974376,-2.196676522307692,False,0.0,True,4.339469998258341,13,151.98091803916935,11.690839849166874,77.25018836665605,0.5082887336339599,50.82887336339599,V-Zn
V-Zr-O,V,Zr,O,Zr9VO20_759463_POSCAR,35,local_max_drop,9.0894142818,-0.21821506918467,-0.1060646270956104,-0.1121504420890595,8.462558,15.357976,0.01380011,mp-759463,Zr9VO20,Triclinic,P1,1,0.063982287166648,-3.620520510000001,False,1.714,False,5.650888703700409,30,350.25854720427435,11.675284906809145,241.13136076358697,0.6884381914110913,68.84381914110914,V-Zr
V-Zr-S,V,Zr,S,Zr9V4S_9483_POSCAR,35,local_max_drop,12.551663971,-0.77827099707844,-0.1977257340418381,-0.5805452630366019,10.387584,21.207984,0.01643121,mp-9483,Zr9V4S,Hexagonal,P6_3/mmc,194,0.035928944196427,-0.239435776249999,False,0.0,True,6.334577929791492,28,554.0813453916993,19.78861947827497,533.8052488319246,0.9634059209384844,96.34059209384846,V-Zr
W-Y-O,W,Y,O,Y2W2O7_1323899_POSCAR,35,local_max_drop,8.9750207037,-0.16170928436125,-0.0847725732779822,-0.0769367110832677,7.692875,15.706286,0.01078497,mp-1323899,Y2W2O7,Monoclinic,C2/m,12,0.028492163636364,-2.93107879090909,False,1.8551,False,7.583601852061466,22,287.93275259001297,13.087852390455136,203.0183294276333,0.7050893918855796,70.50893918855796,W-Y
W-Zr-O,W,Zr,O,Zr9W4O3_1207430_POSCAR,35,local_max_drop,12.286615222,-0.66123193007007,-0.2220232630696216,-0.4392086670004483,10.531384,21.501577,0.01896718,mp-1207430,Zr9W4O3,Hexagonal,P6_3/mmc,194,0.56664895546875,-0.6244580875000001,False,0.0,True,9.287156065397715,32,573.7226805609967,17.928833767531145,553.7829883744799,0.965245068981726,96.5245068981726,W-Zr
W-Zr-S,W,Zr,S,Zr9W4S_1207423_POSCAR,35,local_max_drop,12.285827372,-0.64455066339372,-0.2199403735038775,-0.4246102898898425,10.530709,21.500198,0.01884761,mp-1207423,Zr9W4S,Hexagonal,P6_3/mmc,194,0.036205353839289,-0.301671479464285,False,0.0,True,9.10624144976373,28,579.3099935814993,20.68964262791069,556.2555223238197,0.9602035671521068,96.02035671521068,W-Zr
Y-Zn-S,Y,Zn,S,Y2ZnS4_1194113_POSCAR,35,local_max_drop,8.826243398,-0.18258404210761,-0.1045622776150431,-0.0780217644925669,7.565351,15.445926,0.01361117,mp-1194113,Y2ZnS4,Orthorhombic,Pnma,62,0.009398235918368,-1.967549414464284,False,2.307,False,3.669158734728639,28,672.4791805809248,24.017113592175885,337.8568935532159,0.5024049863690299,50.24049863690298,Y-Zn
Y-Zr-O,Y,Zr,O,YZr4O10_1215768_POSCAR,35,local_max_drop,9.1202135598,-0.12051865894968,-0.0527048114701564,-0.0678138474795236,7.862253,15.410016,0.0068115,mp-1215768,YZr4O10,Tetragonal,I4/m,87,0.087624929583336,-3.631101740666666,False,0.0,True,5.761094746121972,15,176.91637350850263,11.794424900566842,130.57070631689078,0.7380363034098454,73.80363034098454,Y-Zr
Y-Zr-S,Y,Zr,S,YZrS2_1215700_POSCAR,35,global_gradient_fallback,5.1552509821,-0.053108200976937,-0.0303801935606247,-0.0227280074163122,4.787019,9.021689,0.00693028,mp-1215700,YZrS2,Trigonal,R-3m,166,0.058395670499998,-1.8972238237499992,False,0.0,True,5.165999486486488,4,78.5139495591907,19.62848738979768,60.87830604003861,0.7753820356998242,77.53820356998243,Y-Zr
