chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
Co-O,Co5O7_1046082_POSCAR,35,local_max_drop,6.680741665,-0.18355617776243,-0.0874343982035487,-0.0961217795588812,5.652935,12.590629,0.01259773,mp-1046082,Co5O7,Orthorhombic,Cmcm,63,0.407637924285714,-0.861694277499999,False,0.0,True,4.936604523060536,24,273.57985034954805,11.399160431231168,100.65119994891162,0.3679042876158876,36.790428761588764
Co-O,Co9O13_1343966_POSCAR,35,local_max_drop,6.6116053468,-0.16651703922022,-0.0775254070843124,-0.0889916321359075,5.594435,12.460333,0.01123204,mp-1343966,Co9O13,Monoclinic,C2/m,12,0.247499506396104,-1.003932737045455,False,0.0,True,4.962319998199503,22,247.08745665948916,11.231248029976781,91.06778412550658,0.3685649824426618,36.85649824426618
Co-O,CoO2_1047639_POSCAR,35,global_gradient_fallback,6.339012264,-0.049754821398559,-0.0336672746987725,-0.0160875466997864,5.607588,11.9466,0.00484255,mp-1047639,CoO2,Orthorhombic,Cmcm,63,0.234809733333334,-0.837622926666667,False,0.0,True,4.791527536437043,12,126.05260352127154,10.504383626772627,43.15070500848125,0.34232299693198737,34.23229969319873
Co-O,CoO2_1062643_POSCAR,35,global_gradient_fallback,11.8799397887,-0.010582674262563,-0.0088889554275621,-0.0016937188350008,7.310732,22.389117,0.00068705,mp-1062643,CoO2,Orthorhombic,Fmm2,42,0.520669376666668,-0.551763283333333,False,0.0,True,2.5354950158813,3,59.55291930139934,19.850973100466447,10.78767625212032,0.18114437341893394,18.114437341893392
Co-O,CoO2_1063268_POSCAR,35,global_gradient_fallback,35.2388168145,-0.0067699945469969,-0.0041419197987466,-0.0026280747482502,28.71311,63.951927,9.796e-05,mp-1063268,CoO2,Orthorhombic,Cmmm,65,0.41009983,-0.6623328300000001,False,0.0,True,0.654103121106389,3,230.84453396324167,76.94817798774723,10.78767625212032,0.04673134800687153,4.673134800687153
Co-O,CoO2_1226115_POSCAR,35,global_gradient_fallback,4.1074722,-0.008105301645499,-0.0053959249654689,-0.00270937668003,3.791513,7.741005,0.00117524,mp-1226115,CoO2,Monoclinic,Cm,8,0.656795460000001,-0.4156372,False,0.0,True,0.971137846012744,3,155.48372545687891,51.8279084856263,10.78767625212032,0.0693813852248615,6.93813852248615
Co-O,CoO2_1244867_POSCAR,35,local_max_drop,14.6982387677,-0.32244037436292,-0.2265279085982336,-0.0959124657646863,13.065101,26.674581,0.01584012,mp-1244867,CoO2,Triclinic,P1,1,0.634333327555556,-0.438099332444445,False,0.0,True,3.723904642708839,90,1216.4339153253622,13.515932392504025,323.6302875636088,0.2660483923428316,26.604839234283162
Co-O,CoO2_1244948_POSCAR,35,local_max_drop,12.7197680699,-0.38157742180683,-0.2599691066230125,-0.1216083151838174,11.741324,23.971871,0.01964347,mp-1244948,CoO2,Triclinic,P1,1,0.697332822444446,-0.375099837555555,False,0.0128,False,4.066161734206108,90,1114.0442025256768,12.378268916951965,323.6302875636088,0.2905004009983614,29.05004009983614
Co-O,CoO2_1245011_POSCAR,35,local_max_drop,13.4968241509,-0.34506697884322,-0.2363431288896668,-0.1087238499535531,12.458607,25.436322,0.01659909,mp-1245011,CoO2,Triclinic,P1,1,0.697195838555557,-0.375236821444444,False,0.0235,False,3.832944308343416,90,1181.8287822322786,13.131430913691984,323.6302875636088,0.27383855633666737,27.383855633666737
Co-O,CoO2_1245099_POSCAR,35,local_max_drop,14.4740555025,-0.36109991202129,-0.2322109872041313,-0.1288889248171587,12.865827,26.26773,0.01637814,mp-1245099,CoO2,Triclinic,P1,1,0.732110692,-0.340321968,False,0.134199999999999,False,3.943541119999345,90,1148.684333480473,12.763159260894145,323.6302875636088,0.28173996817996155,28.173996817996155
Co-O,CoO2_1245119_POSCAR,35,local_max_drop,13.3305359192,-0.34326266199667,-0.2273200924604216,-0.1159425695362483,12.30511,25.122933,0.01604443,mp-1245119,CoO2,Triclinic,P1,1,0.588426267000001,-0.484006393,False,0.02,False,3.786956522244683,90,1196.1805944404016,13.29089549378224,323.6302875636088,0.27055303276760634,27.055303276760633
Co-O,CoO2_1272749_POSCAR,35,global_gradient_fallback,3.736715378,-0.023086498952925,-0.0205317367067975,-0.0025547622461274,2.21435,6.781446,0.00549394,mp-1272749,CoO2,Trigonal,R-3m,166,0.119697156666666,-0.9527355033333352,False,0.0,True,3.286864181886336,6,91.878533228861,15.313088871476834,21.57535250424064,0.23482473811916887,23.482473811916886
Co-O,CoO2_1281832_POSCAR,35,global_gradient_fallback,3.3010084648,-0.023357210161694,-0.0184878552876729,-0.004869354874021,2.03139,6.221131,0.00530086,mp-1281832,CoO2,Monoclinic,C2/c,15,0.073248395000001,-0.999184265,False,1.026399999999999,False,2.9176434484240192,6,103.50553999935242,17.250923333225405,21.57535250424064,0.20844635470116504,20.844635470116504
Co-O,CoO2_1349907_POSCAR,35,local_max_drop,6.6778999083,-0.22520604456196,-0.1357335491774737,-0.0894724953844862,6.183241,12.119152,0.02032098,mp-1349907,CoO2,Monoclinic,Cm,8,0.181285593750001,-0.8911470662500001,False,0.0,True,4.675051004355778,48,516.7725610994554,10.76609502290532,172.60282003392473,0.3340015183211449,33.40015183211449
Co-O,CoO2_1356781_POSCAR,35,local_max_drop,7.63163937,-0.16654330117843,-0.0956448619624959,-0.070898439215934,7.066333,13.850012,0.01210372,mp-1356781,CoO2,Trigonal,P3m1,156,0.1039418925,-0.9684907675,False,0.0,True,4.678551619777537,36,387.2894233839163,10.75803953844212,129.45211502544387,0.3342516144498974,33.42516144498974
